hero_id,item_0,item_1,item_2,item_3,item_4,item_5
137,1,116,30,50,36,162
97,1,908,48,232,11,34
52,116,226,119,48,121,273
65,235,48,0,116,110,1
14,117,600,692,108,116,112
5,931,188,90,102,42,88
120,48,267,1,235,1466,143
100,36,180,1,226,908,0
14,116,1,50,0,119,108
52,121,116,29,96,9,1
18,254,185,36,188,593,214
9,63,158,116,0,596,141
5,214,102,116,0,43,188
81,24,143,598,63,116,151
110,36,218,16,931,119,188
92,0,112,214,96,90,908
106,108,116,1466,273,110,50
136,116,36,143,117,33,50
76,48,108,1,65,77,110
9,48,63,108,36,1466,75
11,156,63,116,139,249,133
43,29,0,116,210,9,1
5,116,102,218,30,214,75
85,254,269,102,43,29,38
104,116,1,127,0,50,112
72,42,190,210,214,102,244
19,48,65,1,116,141,108
109,116,263,160,141,48,154
5,216,44,34,237,43,188
89,44,20,14,16,11,16
22,16,16,16,44,237,42
137,29,42,0,0,44,0
40,216,16,16,16,16,593
110,16,44,237,43,16,34
25,0,0,0,0,0,0
129,11,20,44,13,16,16
136,0,0,0,0,0,0
41,0,0,0,0,0,0
5,0,0,0,0,0,0
109,0,0,0,0,0,0
106,0,0,0,0,0,0
86,0,0,0,0,0,0
104,0,0,0,0,0,0
9,0,0,0,0,0,0
81,0,0,0,0,0,0
11,0,0,0,0,0,0
69,0,0,0,0,0,0
19,0,0,0,0,0,0
5,232,218,244,102,36,214
89,147,250,63,116,114,139
22,176,232,29,1,77,108
137,180,1,116,188,210,75
40,1,908,92,29,226,206
136,50,0,188,143,116,36
25,116,1,96,141,48,156
129,178,50,1,116,36,110
110,110,119,43,30,36,214
41,1,172,158,116,160,110
5,185,102,254,16,214,0
104,36,127,1,50,73,168
109,160,75,116,149,63,170
86,232,0,214,40,36,1
106,166,569,273,50,123,108
9,86,88,36,100,180,593
81,485,11,252,63,116,151
19,180,36,216,185,265,1
69,50,1,88,116,73,36
11,236,41,1,116,172,63
5,0,102,1,214,254,36
54,151,208,117,123,168,135
51,226,36,218,188,214,244
25,235,100,604,108,123,48
75,63,114,263,256,108,534
63,116,236,166,141,156,160
21,166,1,225,48,116,149
137,77,50,102,40,36,244
85,108,29,235,40,116,226
119,214,188,34,102,43,1
100,218,50,1,36,188,38
43,50,41,116,36,596,38
5,214,38,218,36,31,188
12,75,174,63,232,170,65
89,250,63,147,114,75,160
136,50,41,116,36,596,143
104,127,50,116,73,1,36
19,1,36,244,180,9,0
64,0,102,43,36,180,0
61,36,180,908,90,11,0
75,77,36,37,190,44,29
54,168,11,73,50,154,151
112,108,534,0,77,0,63
135,50,1,11,178,252,36
88,180,36,216,92,0,593
100,50,1,187,188,36,17
6,147,75,263,11,63,34
137,36,116,50,596,73,162
123,214,218,37,40,36,232
80,16,14,34,29,0,0
88,214,1,108,30,256,36
66,79,931,218,908,102,33
65,110,116,604,37,220,235
43,610,220,119,116,112,235
61,249,96,603,116,156,208
85,185,269,37,226,214,40
19,108,141,123,116,603,252
113,1466,235,48,600,263,96
123,180,1,235,36,176,0
77,635,112,116,108,96,931
85,79,269,226,29,0,244
126,108,36,176,41,220,235
81,116,151,1,65,208,63
137,596,50,600,114,273,116
5,36,116,43,214,102,1
8,50,158,24,143,65,75
136,218,143,188,50,116,569
25,116,41,1,48,232,108
31,232,36,254,0,214,244
39,63,77,108,77,116,273
101,259,38,37,29,36,232
136,218,0,116,50,569,0
29,131,178,1,180,162,108
43,596,116,273,63,235,41
46,116,236,1,141,63,168
14,50,108,116,178,125,36
11,139,149,156,63,147,236
25,116,48,149,36,232,41
128,231,36,88,102,86,26
5,254,102,36,43,0,214
10,116,0,147,34,63,75
69,65,1,116,0,50,0
100,36,1,214,40,43,0
5,36,214,593,0,23,0
21,41,166,63,0,21,36
25,29,202,1,232,41,596
4,116,50,36,166,123,14
61,178,116,63,75,250,36
31,188,102,43,36,29,232
19,1,102,214,36,0,0
136,569,143,36,50,116,135
93,63,174,160,117,252,108
75,247,263,63,152,41,77
128,37,218,102,0,180,36
135,50,143,178,55,116,168
5,218,214,36,102,40,226
120,174,1,143,180,569,100
81,116,151,1,63,250,73
77,112,931,0,40,0,635
85,180,269,188,79,0,0
72,0,0,0,0,0,0
52,0,0,0,0,0,0
2,0,0,0,0,0,0
51,0,0,0,0,0,0
31,0,0,0,0,0,0
93,0,0,0,0,0,0
136,0,0,0,0,0,0
100,0,0,0,0,0,0
5,0,0,0,0,0,0
33,0,0,0,0,0,0
98,180,100,96,178,125,36
11,75,139,156,63,147,160
76,232,63,1,96,65,108
101,180,36,9,100,190,37
27,37,43,36,188,232,214
19,102,259,37,214,36,1
46,116,168,63,149,1,236
60,116,50,1,36,73,252
136,36,0,214,116,244,218
106,166,116,277,50,569,36
52,16,237,44,0,0,0
51,44,39,237,0,0,0
2,11,39,12,16,16,44
72,14,44,0,16,16,20
31,216,44,43,216,237,16
5,44,216,216,0,0,0
136,0,0,0,0,0,0
93,0,0,0,0,0,0
100,0,0,0,0,0,0
33,0,0,0,0,0,0
52,48,41,121,36,108,37
2,1,127,21,36,125,29
72,116,63,36,141,108,75
51,36,214,108,0,0,0
31,188,102,218,36,180,0
136,214,143,116,34,21,60
5,116,1,214,0,188,218
93,116,598,63,160,108,117
33,29,1,90,908,244,232
100,1,50,116,41,596,168
5,36,0,1,214,188,21
81,116,151,1,65,249,63
38,36,29,635,21,11,1
21,166,1,116,29,135,41
85,102,269,188,0,29,244
100,188,50,1,36,60,23
47,116,226,77,236,63,75
58,63,263,254,36,30,43
89,116,139,63,117,114,147
25,232,123,1,108,41,48
19,102,1,180,34,57,244
35,172,158,263,160,63,75
51,13,36,214,108,43,37
120,41,180,1,9,143,174
33,28,1,29,116,86,232
72,249,133,156,108,117,139
14,1,214,92,43,232,43
136,50,41,1,116,208,596
135,50,11,178,908,269,108
91,88,79,0,34,254,0
31,218,232,36,214,102,0
19,214,40,1,39,30,232
38,229,635,36,29,8,21
25,232,0,1,48,108,256
93,116,598,63,143,65,108
92,108,34,29,0,112,908
16,108,1,119,100,36,48
70,116,156,50,603,208,145
137,180,116,1,34,244,0
75,43,63,263,36,0,244
98,273,116,178,180,108,131
86,40,1,37,232,29,244
114,135,65,116,24,63,168
64,214,36,218,102,81,265
11,139,236,249,63,1,156
43,180,116,9,273,244,36
91,269,79,40,73,26,73
25,36,135,596,48,249,160
136,43,0,214,116,143,0
44,36,145,143,63,116,168
31,180,102,254,188,37,218
52,235,119,116,121,29,600
63,116,123,1466,147,160,141
19,29,102,1,149,108,149
34,108,1,96,116,232,178
136,116,50,1,100,143,30
47,263,116,250,133,603,160
68,100,254,96,214,226,40
76,247,96,1,116,110,235
81,235,250,220,114,600,116
137,50,1,116,60,596,244
52,41,119,29,121,36,77
91,36,73,79,73,94,73
19,188,252,0,1,0,214
48,36,11,172,63,236,141
49,210,63,1,36,73,55
86,36,1,185,232,29,0
114,252,24,116,34,63,181
87,180,36,92,100,218,0
25,596,116,160,48,249,36
129,1,41,36,240,11,50
88,0,0,0,180,36,0
84,29,34,188,232,0,0
1,75,75,75,26,63,11
14,31,11,73,36,21,50
52,180,36,16,88,90,188
5,36,931,218,593,188,265
100,168,596,41,36,50,1
28,152,116,172,36,75,63
35,172,236,63,116,36,149
25,214,232,188,36,593,23
18,36,43,244,188,214,38
100,168,41,265,36,50,11
61,75,36,185,178,908,180
35,172,149,63,116,75,236
23,50,73,21,73,11,8
19,44,244,0,50,43,36
87,218,180,34,0,38,0
114,36,166,596,181,63,11
69,25,3,73,34,4,50
86,188,102,36,254,180,1
46,63,168,0,116,135,236
25,1,176,232,36,108,48
102,635,229,36,50,60,210
33,1,36,908,232,29,0
84,34,88,176,43,29,0
11,48,604,110,41,21,108
2,1,127,162,125,116,50
26,36,214,232,1,108,39
44,116,156,145,143,63,240
58,60,43,263,34,16,29
11,63,1,112,236,116,160
109,65,160,116,149,63,236
75,214,102,77,190,69,69
98,131,267,36,178,9,29
86,29,232,36,102,218,1
72,63,108,14,116,36,166
114,226,36,98,17,569,43
43,267,226,77,37,63,9
25,36,259,232,116,29,108
100,50,41,36,596,8,11
5,36,23,218,593,214,0
59,151,29,25,73,0,0
44,63,11,36,69,75,3
104,127,11,73,36,244,50
95,50,0,154,145,75,16
31,43,36,0,214,215,593
9,166,75,36,596,63,0
21,50,1466,36,41,596,1
7,1,36,43,0,180,216
86,1,34,43,232,30,29
89,63,98,147,244,53,14
5,188,214,0,36,43,254
129,1,178,168,569,116,50
39,36,24,63,116,41,57
9,267,180,36,37,0,265
35,63,158,116,236,75,75
16,180,81,90,1,39,125
68,65,214,34,0,42,0
10,65,108,147,75,63,34
6,63,147,34,263,11,75
85,43,269,38,29,0,188
40,908,180,36,0,16,16
106,50,41,36,569,166,116
136,50,36,75,116,117,569
100,50,240,36,41,11,596
31,218,34,180,31,0,0
101,77,180,57,36,77,0
8,36,244,166,170,50,88
129,73,73,13,34,244,50
38,48,635,1,30,116,11
53,158,117,123,225,263,98
9,29,206,100,210,226,40
5,102,30,36,931,43,0
99,29,116,125,108,210,112
100,1,102,43,0,108,214
70,1,116,63,143,135,145
92,36,96,908,214,108,240
76,102,1,29,65,232,108
84,36,102,232,40,214,244
98,121,202,273,108,29,131
39,63,96,116,176,911,123
5,0,42,116,34,214,30
9,149,263,43,1466,180,174
10,123,75,116,160,63,108
86,1,36,102,108,29,232
87,0,29,232,254,36,102
8,50,168,147,158,143,108
71,249,50,277,108,100,185
21,168,263,108,63,158,40
9,36,102,188,37,81,180
137,50,21,244,178,108,73
89,75,108,88,63,147,98
11,147,116,36,63,41,236
86,232,1,36,244,29,40
128,0,180,42,34,108,16
120,166,143,36,48,569,0
136,50,218,36,40,116,143
28,63,172,1,55,116,73
46,135,116,36,41,63,236
41,172,63,158,116,160,123
52,48,96,116,1,121,273
38,1,116,34,48,11,635
9,180,36,30,92,102,218
19,102,1,40,50,244,36
14,116,1,50,119,36,108
31,214,254,188,218,244,36
49,1,210,116,63,73,73
88,1,0,188,36,69,214
25,249,48,116,36,596,5
100,36,59,1,214,216,0
93,63,34,137,596,108,75
75,60,102,29,40,42,36
10,236,174,63,36,170,75
108,29,596,100,102,37,73
70,50,143,931,116,569,75
59,108,29,116,210,236,151
19,188,214,1,36,0,0
89,114,88,98,63,147,139
91,86,79,218,34,254,88
10,156,63,147,116,160,141
129,50,156,116,1,36,168
33,1,116,908,108,244,29
85,29,269,218,100,102,188
19,40,1,100,50,0,36
101,1,180,34,77,259,0
6,116,249,63,596,263,75
97,1,102,36,29,125,232
23,249,127,50,96,116,73
88,29,102,1,36,218,244
19,180,43,176,40,36,1
126,77,534,36,108,63,116
60,50,40,252,225,55,116
31,36,931,30,42,0,0
44,135,145,5,116,63,143
88,214,1,100,36,0,0
48,75,236,172,63,147,249
135,50,116,9,178,168,569
74,596,9,1,116,534,63
5,37,214,185,218,73,36
128,36,1,100,108,29,43
100,50,1,36,178,108,240
5,36,102,214,73,218,73
22,232,176,108,29,0,41
11,596,139,26,63,116,249
27,31,218,214,232,36,0
76,63,534,0,0,116,223
98,90,121,36,29,598,9
44,168,36,65,225,63,569
53,34,102,908,42,29,0
69,119,1,50,65,36,116
120,180,1,41,174,569,36
121,42,102,34,188,244,180
123,102,218,36,240,39,180
46,135,141,117,0,63,236
60,50,116,20,11,252,13
5,188,73,73,214,11,0
19,36,21,1,252,41,63
21,36,63,174,0,43,40
42,13,11,168,50,1,151
135,596,1,50,168,21,569
35,63,75,75,236,232,108
107,214,92,116,36,188,43
27,31,43,214,232,36,0
109,236,34,141,147,63,88
38,29,908,164,188,11,0
11,75,88,172,63,116,263
84,29,176,65,232,0,41
91,178,79,0,34,0,0
136,244,29,36,232,0,0
25,108,176,1,29,232,41
57,244,178,36,29,81,0
14,50,108,9,178,21,125
18,34,0,214,73,188,73
11,75,88,172,63,8,249
121,29,1,41,176,235,36
129,596,96,50,1,36,73
19,102,214,190,40,36,1
5,214,102,30,0,0,0
54,22,123,137,50,569,154
100,50,41,36,8,1,569
31,43,34,216,0,214,44
70,36,181,0,0,50,145
14,214,232,188,0,0,0
129,73,1,73,36,596,29
19,50,188,244,36,1,39
9,36,180,79,88,188,0
52,121,41,244,117,48,36
92,29,36,90,77,908,240
6,236,75,63,116,36,237
14,214,131,232,36,181,188
5,102,254,43,214,36,0
100,168,36,116,41,50,596
1,145,139,208,247,75,63
35,172,117,168,116,141,263
120,569,41,36,143,174,180
19,1,102,0,50,244,36
121,37,36,29,232,218,0
46,168,236,0,1,63,88
52,121,1,77,36,0,29
86,29,232,28,218,188,36
114,166,75,160,50,36,22
77,11,635,9,55,86,0
9,75,36,29,75,57,23
11,36,41,58,1,29,0
71,170,178,108,50,244,36
64,214,38,244,23,0,36
46,1,117,36,63,168,236
106,569,119,50,36,166,273
5,218,36,214,13,0,0
69,50,116,65,1,11,21
120,29,1,232,36,143,166
64,100,593,36,0,0,214
53,36,911,116,63,65,249
5,218,36,188,13,17,214
20,43,214,57,102,40,36
129,1,50,108,244,168,178
54,154,151,11,50,26,160
9,1,36,100,40,29,102
43,36,63,108,116,534,40
128,214,216,36,40,593,43
120,36,569,180,41,174,11
87,29,218,593,244,23,36
32,36,569,0,174,63,11
129,596,1,73,36,73,50
9,214,185,0,102,36,188
19,1,36,38,593,214,23
100,168,21,41,36,50,596
62,112,50,90,36,908,11
35,172,117,63,116,149,236
86,1,36,218,232,188,29
100,188,181,36,1,218,180
129,1,143,125,116,50,168
120,129,143,29,108,569,166
6,0,263,152,116,63,596
64,102,232,214,0,0,36
106,119,116,50,36,166,143
71,232,65,108,50,277,244
5,257,185,214,13,36,188
53,36,116,63,263,166,225
89,214,265,81,102,36,181
87,102,37,218,38,36,214
100,116,40,596,36,50,168
9,158,36,596,75,263,63
6,263,75,63,8,36,147
19,50,1,36,244,593,218
14,8,21,108,41,178,50
32,36,75,147,174,63,75
31,102,40,214,185,43,36
135,210,178,569,36,73,50
9,36,102,188,180,43,0
7,36,0,1,29,188,0
92,90,908,36,240,38,214
100,41,596,11,50,116,36
11,172,249,116,36,236,63
52,29,36,41,259,121,15
88,214,102,40,216,36,0
129,36,180,11,1,73,73
87,42,188,21,214,36,60
89,53,147,63,11,75,98
86,1,34,226,0,232,29
5,214,43,36,102,0,254
25,236,249,41,116,63,166
104,1,135,112,168,116,50
70,116,174,36,50,156,143
98,100,176,210,180,0,178
75,190,102,37,43,214,40
11,63,603,116,236,156,160
109,147,160,249,63,139,263
84,180,36,188,229,218,232
52,48,36,119,600,121,273
110,36,908,110,188,92,29
135,596,210,116,9,73,50
51,226,102,218,214,36,162
6,123,75,63,263,249,170
31,36,102,29,232,185,188
100,188,36,1,180,108,38
25,263,596,160,48,116,152
81,63,1,151,21,598,112
14,1,119,116,273,108,50
85,244,218,40,102,593,180
32,63,147,75,174,75,67
74,77,1,65,48,108,0
7,1,36,40,218,214,0
129,1,21,50,36,596,11
123,37,102,36,232,29,40
100,36,116,50,596,168,1
135,0,29,108,102,269,0
35,158,117,172,116,63,263
62,102,90,11,36,908,50
84,96,188,65,232,88,29
11,34,604,110,143,116,29
96,114,50,11,1,108,125
44,116,63,123,143,0,158
27,1,29,232,40,36,0
104,1,127,116,50,596,249
109,603,249,63,147,0,160
5,232,36,17,13,0,214
86,1,36,43,29,232,60
25,1,176,235,36,108,48
58,63,263,34,244,16,16
22,16,232,29,41,176,23
5,214,77,77,77,218,31
6,75,75,75,170,63,236
76,65,223,16,36,16,180
9,36,0,16,100,88,180
35,63,158,236,75,172,75
47,147,75,63,77,36,596
13,63,1,259,534,100,37
136,50,36,216,116,185,181
81,116,151,63,65,249,36
16,9,1,100,36,48,0
47,75,63,77,263,34,116
137,180,44,244,34,21,0
87,38,180,218,36,31,0
109,1,116,141,154,236,160
114,43,40,116,63,188,569
79,265,34,43,232,188,29
25,244,123,1,108,232,48
29,50,73,908,90,116,598
30,1,102,36,29,43,40
106,50,1,273,123,116,158
129,1,50,0,116,110,73
123,102,188,40,29,232,166
44,208,116,156,63,145,123
65,534,48,1,116,41,235
100,1,218,30,256,214,108
38,116,96,1,635,180,110
9,263,908,210,36,166,29
18,135,1,116,249,156,63
13,267,1,36,534,176,180
48,116,249,63,10,156,236
71,152,36,50,218,244,188
52,121,41,9,116,29,36
20,0,178,73,180,16,0
84,34,29,102,232,218,0
14,131,1,178,34,116,29
11,172,116,63,36,152,263
98,180,131,11,178,36,259
64,254,0,36,38,40,214
71,485,3,0,0,0,50
100,36,168,41,50,0,596
32,63,174,36,569,170,0
87,214,36,218,0,31,0
61,180,98,178,36,11,21
79,229,0,36,0,180,0
91,79,218,265,36,0,39
98,121,36,178,125,29,0
52,100,473,48,41,265,36
48,147,141,63,172,14,14
31,36,593,23,0,16,214
128,593,908,180,0,73,36
137,50,41,116,36,11,244
7,1,36,43,40,214,593
11,63,139,152,26,88,36
9,214,36,0,102,0,908
19,1,36,593,38,244,50
100,116,596,41,40,50,1
69,1,116,40,65,235,48
35,172,75,63,116,135,236
5,0,36,254,593,214,0
100,41,36,50,168,596,21
136,181,50,34,40,21,8
70,50,1,174,36,26,75
109,36,63,147,75,139,160
19,214,102,0,0,1,36
40,37,267,102,29,210,40
137,50,41,100,116,9,244
9,75,102,218,40,100,29
61,75,178,36,908,180,90
136,41,60,50,36,116,21
9,267,100,0,0,29,36
10,36,1,63,26,596,147
58,214,216,269,38,593,23
16,176,36,232,1,29,125
7,41,249,8,50,11,108
97,1,102,100,13,180,36
44,116,145,63,168,143,117
21,1,36,218,29,166,143
5,214,178,185,73,596,188
136,218,50,1,116,188,143
87,1,36,40,254,108,29
97,63,249,600,116,598,112
22,256,110,48,232,273,108
47,63,75,263,170,116,160
100,116,1,50,168,108,30
88,100,102,1,36,180,43
43,116,119,600,273,63,235
54,116,151,50,168,143,112
5,102,254,218,188,21,214
7,1,37,0,214,232,34
52,604,121,48,119,116,273
129,1,50,30,116,110,596
18,102,908,34,30,0,214
10,116,147,156,63,160,108
6,75,249,116,123,263,63
9,908,218,0,36,29,188
11,249,63,1,263,116,41
19,1,102,232,244,36,214
120,174,208,1,180,108,0
104,1,254,16,11,50,34
111,180,188,43,1,0,36
43,100,36,596,210,29,131
22,41,180,36,88,108,0
4,1466,116,0,50,75,596
107,43,21,34,0,181,214
17,36,41,178,63,57,259
44,63,172,145,569,36,75
26,43,214,36,593,39,23
129,1,11,36,180,596,244
5,36,43,593,254,73,214
11,63,263,116,41,0,36
55,180,908,11,16,94,131
107,267,36,43,88,40,77
89,63,147,61,174,11,598
9,214,226,188,102,36,0
100,1,102,36,0,214,73
52,31,121,36,116,48,1
14,1,50,116,9,108,131
54,151,13,11,50,158,116
19,1,141,252,116,29,108
8,603,158,143,117,139,160
14,1,176,108,116,114,50
114,43,188,250,116,40,569
5,214,178,206,73,185,0
98,208,178,226,48,273,108
72,102,190,931,40,0,36
35,116,249,1,172,160,263
84,42,31,102,188,180,21
69,267,1,116,50,55,0
72,36,63,116,14,141,108
106,50,116,41,569,51,149
75,75,75,63,75,263,40
120,75,174,143,180,1,60
91,0,79,43,36,254,81
30,180,36,254,0,188,0
52,29,116,121,77,34,77
100,41,116,50,596,36,240
88,214,0,188,40,593,1
93,63,116,174,36,75,598
135,50,598,73,116,596,143
52,610,121,117,48,119,273
113,160,1466,235,48,1,250
19,102,1,36,50,30,244
111,0,36,1,0,232,214
14,692,50,1,108,273,116
31,102,185,188,214,16,218
137,50,41,116,119,108,1
7,244,214,1,232,218,116
92,908,36,112,90,60,29
11,63,116,172,263,135,141
79,1,40,36,108,0,214
25,235,96,1,48,256,108
107,108,190,0,40,116,29
75,63,77,263,96,116,534
57,0,218,214,178,232,226
52,48,116,121,96,119,1
54,112,151,50,1,210,143
21,135,1,123,116,166,48
88,180,102,1,244,34,0
88,214,188,36,0,43,40
135,50,36,21,178,8,73
84,25,244,188,218,40,50
11,41,36,116,63,244,170
40,50,0,77,267,75,73
74,77,598,48,166,36,65
19,1,50,593,244,36,43
33,16,908,21,180,1,16
54,73,50,151,168,36,181
137,40,257,218,36,931,244
1,145,160,147,63,114,36
101,206,77,29,38,40,36
17,117,63,178,77,108,273
7,244,40,1,43,180,0
69,65,50,116,1,0,11
8,147,11,36,50,8,166
74,267,34,0,29,0,0
5,214,178,0,73,188,0
14,50,178,108,125,13,0
76,24,65,77,116,247,63
32,181,36,23,180,232,188
136,50,116,151,141,40,596
93,0,21,250,63,108,75
110,108,267,65,214,232,69
64,254,102,42,36,188,180
69,116,65,50,36,1,108
43,63,116,100,188,77,0
100,50,36,0,40,188,1
128,188,254,36,180,102,218
19,50,41,1,21,60,36
5,102,254,36,218,214,0
19,1,244,34,102,188,50
100,36,116,41,50,168,244
89,63,147,75,88,160,137
92,931,11,88,229,36,77
11,63,110,36,604,116,41
137,40,244,229,36,931,218
61,908,98,36,180,178,112
10,160,63,236,596,36,108
123,1,0,29,232,593,36
109,263,603,147,160,135,117
9,102,269,40,931,60,218
120,180,119,174,108,143,1
86,37,102,1,116,232,214
69,50,37,90,600,908,116
25,249,116,263,596,135,48
135,50,40,73,908,143,73
113,65,96,235,48,1466,108
19,102,1,40,29,0,244
5,36,102,1,218,214,244
6,1,249,63,36,21,236
52,100,692,121,11,29,77
74,48,65,77,116,15,24
45,593,36,254,232,214,214
5,188,178,0,0,185,214
53,63,116,36,911,166,0
27,214,232,0,36,0,0
19,252,1,41,63,34,149
81,63,11,0,1,13,252
64,34,188,102,37,29,244
31,40,36,0,29,218,0
92,0,908,29,0,36,0
51,92,188,42,36,216,29
6,75,75,63,236,75,0
100,11,41,50,36,596,240
128,593,180,43,36,265,0
32,0,36,223,29,0,0
9,36,1466,22,63,75,75
41,166,65,8,63,0,75
11,8,63,116,236,8,596
69,63,34,232,90,0,244
119,244,75,216,0,23,29
72,63,75,36,108,11,0
40,31,216,36,29,42,244
106,21,36,41,50,166,240
46,63,236,168,1,116,41
137,188,214,42,36,244,8
55,90,92,81,180,185,36
71,50,116,185,34,43,0
10,20,63,123,108,36,236
7,50,569,40,1,252,41
100,1,36,569,244,0,50
61,75,81,36,180,90,178
72,75,63,108,166,36,21
121,188,214,40,34,232,218
87,40,23,36,593,214,43
14,11,21,41,50,31,73
88,216,43,0,180,244,86
104,73,151,11,29,178,127
33,1,92,42,29,88,0
10,141,117,108,63,156,147
88,214,102,244,1,36,0
120,908,1,210,180,30,143
25,1466,596,116,48,263,36
31,40,102,188,1,214,36
41,135,160,172,63,116,65
97,41,116,36,180,102,1
61,36,108,180,0,908,178
110,214,102,36,210,43,0
9,1,100,267,0,36,29
5,0,88,36,102,214,244
48,63,147,172,236,123,0
86,215,43,244,232,36,214
38,34,11,635,29,21,0
25,236,596,123,48,249,41
22,0,0,232,188,88,214
104,50,1,151,116,162,244
23,112,36,50,116,143,73
8,36,160,65,50,147,166
27,214,215,36,244,232,40
51,1,48,180,102,30,40
104,50,1,127,178,149,116
6,156,75,116,63,147,263
110,269,267,119,0,0,0
100,50,210,1,116,168,73
128,218,214,254,102,244,36
42,116,1,137,50,168,65
19,102,108,190,214,36,1
38,11,635,34,210,21,29
22,108,29,235,1,176,41
94,36,158,160,63,147,7
106,166,116,569,108,273,50
31,214,102,0,254,0,36
61,36,0,180,90,908,178
9,1,100,36,108,16,29
89,114,75,139,63,250,147
17,98,116,63,596,273,36
78,267,108,30,214,908,131
123,29,190,232,1,36,102
5,36,102,931,0,0,40
81,1,63,151,114,117,598
25,29,96,1,596,41,235
120,108,174,143,180,1,569
19,37,102,214,38,1,36
128,254,102,218,36,180,188
41,63,116,65,75,24,166
121,36,218,37,214,0,38
51,0,0,0,0,188,0
126,534,41,50,60,36,259
135,50,8,178,36,21,168
100,50,1,41,168,36,596
61,29,908,178,235,569,108
75,77,36,263,63,88,244
123,240,218,34,232,29,21
114,65,598,36,50,116,166
19,41,1,63,36,252,65
77,16,635,185,16,11,44
5,593,36,42,214,0,31
129,181,218,34,29,0,1
99,36,8,178,63,125,21
54,50,151,158,145,143,13
75,36,108,244,0,232,29
100,0,34,1,214,0,0
76,534,263,1,116,36,63
104,50,596,1,127,21,73
19,214,102,152,170,1,36
9,75,160,147,63,236,158
12,174,63,147,11,36,139
86,180,65,1,36,201,41
87,21,102,43,36,29,60
65,116,119,41,48,244,534
85,231,269,0,0,40,0
64,34,102,593,254,60,180
43,36,50,1,596,226,116
54,151,1,50,249,160,168
71,50,152,60,40,21,596
10,147,63,36,123,75,244
31,102,0,180,43,0,34
128,65,1,3,0,180,116
100,50,41,36,596,168,21
106,108,116,119,50,1466,569
60,116,50,143,112,73,252
8,50,1,158,147,135,52
101,232,43,176,0,36,29
136,36,0,218,229,214,232
76,223,1,263,63,108,77
86,214,1,108,36,232,244
25,235,176,1,108,48,41
44,36,145,108,63,116,143
87,37,0,188,102,265,29
136,50,1,116,40,569,208
1,145,208,139,63,147,160
79,29,254,244,65,36,232
64,110,37,108,29,100,77
120,600,174,180,30,143,36
25,48,135,249,116,149,596
137,36,50,1,273,11,116
100,60,0,34,181,214,1
22,180,36,108,88,0,244
81,116,151,1,65,55,63
120,180,1,174,143,252,36
48,36,236,172,63,147,116
25,108,176,604,232,48,41
58,185,908,90,214,0,0
31,254,34,0,102,29,188
101,29,235,190,77,36,1
87,232,214,218,102,0,593
135,116,178,50,168,143,112
10,108,147,116,24,596,63
126,534,235,176,50,34,41
98,180,273,11,178,131,36
48,11,147,172,63,236,75
51,42,214,36,102,244,0
101,180,43,206,77,36,23
46,236,116,168,63,1,36
21,20,36,166,40,29,0
25,116,36,534,29,0,596
11,147,236,172,88,63,75
14,73,29,1,125,36,60
128,180,265,36,0,0,39
38,29,0,635,11,112,16
5,214,0,36,102,0,254
107,63,218,36,188,21,108
46,116,1,63,36,236,168
25,123,236,596,48,249,36
101,20,206,152,36,244,0
8,158,34,11,139,50,75
104,50,210,1,0,596,127
22,36,41,37,29,273,232
121,232,36,218,39,0,29
52,0,0,0,0,0,0
97,0,0,0,0,0,0
42,0,0,0,0,0,0
128,0,0,0,0,0,0
22,0,0,0,0,0,0
9,0,0,0,0,0,0
110,0,0,0,0,0,0
89,0,0,0,0,0,0
69,0,0,0,0,0,0
19,0,0,0,0,0,0
15,75,154,596,63,116,75
100,29,1,36,40,181,60
52,692,36,100,9,121,29
42,36,73,168,50,151,11
128,188,908,36,0,0,214
22,29,36,41,16,232,259
9,216,267,0,29,36,0
5,218,23,0,214,36,593
69,34,116,11,29,65,75
54,11,16,50,151,73,168
10,108,116,149,63,596,154
137,29,40,116,0,36,188
61,908,75,40,180,178,90
13,273,77,48,235,534,1
75,190,102,218,40,29,36
82,96,236,63,603,108,236
14,125,108,29,116,1,119
5,593,931,36,254,30,0
136,50,218,116,34,244,143
52,908,593,244,180,36,90
136,143,73,149,50,596,116
52,29,116,121,244,36,1
93,63,174,55,596,108,21
128,108,16,102,180,0,0
79,40,29,36,42,88,232
54,50,158,151,117,154,160
88,1,36,214,232,244,38
19,149,116,1,50,108,141
43,36,50,596,16,119,116
100,108,181,34,0,214,1
19,116,3,1,50,141,108
28,9,63,1,116,55,172
85,180,269,0,79,12,31
86,214,102,188,232,60,23
109,160,63,116,236,135,170
14,1,226,108,50,119,116
128,36,79,102,29,908,226
72,117,156,116,108,141,139
18,36,226,50,229,188,75
100,50,116,168,36,112,1
54,75,36,168,151,11,50
120,36,143,174,569,180,1
61,908,75,569,180,178,90
123,180,0,244,1,36,40
5,0,185,36,593,214,188
87,244,102,36,180,75,30
135,168,178,50,116,1,143
52,273,41,29,1,116,121
136,50,244,116,34,43,188
33,1,86,116,180,36,908
135,0,0,0,0,0,0
88,0,0,0,0,0,0
53,0,0,0,0,0,0
80,0,0,0,0,0,0
120,0,0,0,0,0,0
61,0,0,0,0,0,0
52,0,0,0,0,0,0
85,0,0,0,0,0,0
75,0,0,0,0,0,0
